a	b	c
0.026398511	0.102267525	0.871333964
0.117358928	0.057603687	0.825037385
0.007507553	0.113238929	0.879253517
0.112659078	0.061357463	0.825983459
2.473097934	-1.118167669	-0.354930265
0.182164983	0.028061769	0.789773247
1.697775201	-0.72972808	0.031952879
-0.902096622	0.570268868	1.331827754
0.108203375	0.065492721	0.826303903
0.100344859	0.070421461	0.82923368
0.193731498	0.024552141	0.781716361
1.273873104	-0.515488144	0.24161504
-0.551744133	0.399517808	1.152226325
1.67690054	-0.714255196	0.037354656
0.216498306	0.016495254	0.767006439
1.528702658	-0.638721885	0.110019227
1.693197424	-0.720572527	0.027375103
0.148075808	0.05200354	0.799920652
0.110477004	0.07084872	0.818674276
0.081759087	0.08641316	0.831827754
-0.001037629	0.128971221	0.872066408
0.043549913	0.107348857	0.84910123
-1.803613392	1.031250954	1.772362438
0.608264412	-0.173986023	0.56572161
0.155110324	0.054139836	0.79074984
0.045747246	0.109378338	0.844874416
0.249534593	0.00839259	0.742072817
0.089541307	0.090823084	0.819635609
1.123081149	-0.425397504	0.302316355
0.235724967	0.01904355	0.745231483
-0.228003784	0.252479629	0.975524155
0.453077792	-0.088015381	0.63493759
0.272972808	0.002105777	0.724921415
0.272942289	0.00267037	0.724387341
0.922116764	-0.321848201	0.399731437
0.14598529	0.066286203	0.787728507
0.827265236	-0.273598437	0.446333201
0.601672414	-0.160252693	0.558580279
-1.332255013	0.806787317	1.525467696
0.127445296	0.077532273	0.795022431
0.460036012	-0.088747826	0.628711814
-1.526657918	0.90520951	1.621448408
0.128299814	0.078920866	0.792779321
-0.863948485	0.575395978	1.288552507
0.129993591	0.078646199	0.79136021
-1.346293527	0.81716361	1.529129917
0.104312265	0.092394787	0.803292947
0.117633595	0.085802789	0.796563616
0.415997803	-0.061922056	0.645924253
0.046342357	0.123523667	0.830133976
0.243308817	0.025070956	0.731620228
0.284203619	0.004730369	0.711066012
-0.780541398	0.538132878	1.242408521
2.016235847	-0.860133671	-0.156102176
0.23525193	0.030762658	0.733985412
0.786187323	-0.244575335	0.458388012
0.118442335	0.090517899	0.791039766
0.123752556	0.088076418	0.788171026
0.282631916	0.009079257	0.708288827
0.176671651	0.062181463	0.761146886
1.215002899	-0.456709494	0.241706595
0.297219764	0.00224311	0.700537126
1.972258675	-0.834192938	-0.138065737
0.071275979	0.116962188	0.811761834
0.120731223	0.092410047	0.78685873
0.027268288	0.139347514	0.833384198
0.041840876	0.132175665	0.825983459
0.133014924	0.086947233	0.780037843
0.172551653	0.067857906	0.759590442
0.488967559	-0.089022492	0.600054933
0.069597461	0.121906186	0.808496353
0.039536729	0.137134922	0.823328349
0.234351634	0.040177618	0.725470748
0.230918302	0.042085025	0.726996673
0.550431837	-0.116855373	0.566423536
0.019104587	0.150502029	0.830393384
0.233954894	0.043092135	0.722952971
0.33149205	-0.005432295	0.673940245
0.089495529	0.115649892	0.794854579
0.319696646	0.002334666	0.677968688
0.306482131	0.009918516	0.683599353
0.223654897	0.051622059	0.724723045
0.050218207	0.140217292	0.809564501
0.287224952	0.022186956	0.690588092
0.109179968	0.112247078	0.778572954
0.069566942	0.132358776	0.798074282
0.171437727	0.081560717	0.747001556
0.808496353	-0.236518448	0.428022095
2.046296579	-0.85525071	-0.191045869
0.016418958	0.160832545	0.822748497
0.084719382	0.126789148	0.78849147
0.036347545	0.151173437	0.812479019
1.311319315	-0.48628193	0.174962615
-1.176763207	0.759483627	1.41727958
0.193090609	0.075930052	0.730979339
0.03604236	0.154484695	0.809472945
0.015701773	0.164723655	0.819574572
-1.052400281	0.699209571	1.35319071
-1.46928312	0.90765099	1.56163213
0.251808222	0.048615986	0.699575793
1.001495407	-0.326059755	0.324564348
0.151982177	0.09869686	0.749320963
0.008239998	0.171926023	0.819833979
0.322428053	0.014862514	0.662709433
-0.311319315	0.332407605	0.97891171
0.02026429	0.167256691	0.812479019
2.042634358	-0.843653676	-0.198980682
0.072435682	0.142124699	0.785439619
0.246330149	0.05630665	0.697363201
0.814172796	-0.227546007	0.413373211
0.901974548	-0.271126438	0.369151891
1.511764885	-0.575701163	0.063936277
0.101107822	0.130283517	0.768608661
0.07371746	0.144322031	0.781960509
-0.252357555	0.307657094	0.944700461
0.612567522	-0.124729148	0.512161626
0.977996155	-0.307290872	0.329294717
-0.579210791	0.471938231	1.107272561
1.816064943	-0.724051637	-0.092013306
0.069673757	0.149204993	0.78112125
0.367564928	0.000381481	0.632053591
0.355601672	0.006469924	0.637928404
0.28133488	0.043855098	0.674810022
0.177785577	0.095950194	0.726264229
0.01904355	0.175542467	0.805413984
0.288598285	0.040849025	0.67055269
0.353953673	0.008682516	0.637363811
0.162083804	0.105014191	0.732902005
0.272484512	0.051942503	0.675572985
1.633960997	-0.627368999	-0.006591998
0.355098117	0.012512589	0.632389294
0.145008698	0.117954039	0.737037263
2.731131932	-1.175084689	-0.556047243
0.042954802	0.16913358	0.787911618
0.252281259	0.065233314	0.682485427
0.336268197	0.023575549	0.640156255
-0.432538835	0.408856471	1.023682363
0.050645466	0.167561876	0.781792657
0.330332347	0.028275399	0.641392254
0.185232093	0.101428266	0.71333964
0.380581072	0.004394665	0.615024262
0.103656117	0.143604846	0.752739036
0.369045076	0.011169774	0.61978515
0.335718863	0.02826014	0.636020997
-0.40910062	0.40089114	1.008209479
0.03111362	0.181218909	0.78766747
-0.355815302	0.375865963	0.979949339
1.231391339	-0.417615284	0.186223945
0.06346324	0.166539506	0.769997253
0.658772546	-0.130588702	0.471816156
0.154606769	0.121646779	0.723746452
0.08537553	0.157521287	0.757103183
0.224890896	0.087786493	0.687322611
0.988677633	-0.293557543	0.30487991
-0.08948027	0.245979186	0.843501083
0.0622425	0.170705283	0.767052217
-0.335215308	0.369609668	0.96560564
0.194860683	0.104678488	0.700460829
0.222235786	0.091204566	0.686559648
0.024903104	0.189886166	0.78521073
0.242591632	0.081911679	0.675496689
0.172154912	0.117221595	0.710623493
0.210989715	0.098315378	0.690694906
0.160390027	0.123783074	0.715826899
0.398617512	0.005706961	0.595675527
0.224387341	0.093340861	0.682271798
0.32944731	0.041520432	0.629032258
0.137775811	0.138080996	0.724143193
0.20822779	0.103015229	0.688756981
0.173894467	0.120456557	0.705648976
0.088778344	0.163075655	0.748146001
0.337382122	0.03889584	0.623722037
0.238929411	0.088335826	0.672734764
0.174840541	0.120548112	0.704611347
0.036408582	0.190389721	0.773201697
-0.840327158	0.628772851	1.211554308
0.265861995	0.07657094	0.657567064
2.157536546	-0.868831446	-0.2887051
0.193884091	0.1130253	0.693090609
2.8873867	-1.233222449	-0.654164251
-0.946195868	0.683950316	1.262245552
0.793023469	-0.184606464	0.391582995
0.256477554	0.085207678	0.658314768
0.307016205	0.05998413	0.632999664
0.240241707	0.093630787	0.666127506
0.066530351	0.181081576	0.752388073
2.762260811	-1.166539506	-0.595721305
0.18242439	0.12387463	0.69370098
0.017258217	0.207098605	0.775643178
0.364589373	0.033433027	0.601977599
0.102435377	0.164586322	0.732978301
0.351374859	0.041673025	0.606952116
0.161061434	0.137043367	0.701895199
0.130085147	0.153096103	0.716818751
0.034043397	0.202261422	0.763695181
-0.629749443	0.534562212	1.095187231
0.210196234	0.114780114	0.675023652
0.134205145	0.152989288	0.712805567
-0.38923307	0.414777062	0.974456008
0.226950896	0.106723228	0.666325877
0.13574633	0.152409436	0.711844234
-0.656666768	0.549211097	1.107455672
0.402432325	0.020111698	0.577455977
0.373699149	0.034943693	0.591357158
0.108050783	0.167836543	0.724112674
0.033936583	0.205145421	0.760917997
0.174260689	0.135212256	0.690527055
0.094637898	0.175099948	0.730262154
0.199865719	0.122913297	0.677220985
0.174581133	0.135639515	0.689779351
0.137073885	0.154438917	0.708487197
0.025482955	0.211279641	0.763237403
0.42771691	0.010223701	0.562059389
0.16953032	0.139545885	0.690923795
0.639667959	-0.095522935	0.455854976
0.044541765	0.202108829	0.753349406
0.338190863	0.055330058	0.60647908
0.194601276	0.127979369	0.677419355
0.108600116	0.171117283	0.720282601
0.42793054	0.012115848	0.559953612
0.417035432	0.01802118	0.564943388
0.034958953	0.209265419	0.755775628
0.439893796	0.007324442	0.552781762
2.740134892	-1.142582476	-0.597552416
0.227057711	0.114597003	0.658345286
0.379284036	0.038605914	0.58211005
0.164571062	0.14598529	0.689443648
1.500015259	-0.521530808	0.021515549
0.294289987	0.081621754	0.62408826
0.327494125	0.065904721	0.606601154
0.003295999	0.229087191	0.76761681
0.106555376	0.177571947	0.715872677
0.429990539	0.016190069	0.553819391
2.984740745	-1.260994293	-0.723746452
0.317194128	0.072847682	0.60995819
0.277535325	0.093234046	0.629230628
-0.013946959	0.23975341	0.774193548
0.177632984	0.14476455	0.677602466
-0.325876644	0.396862697	0.929013947
0.35627308	0.055909909	0.587817011
0.013534959	0.22746971	0.758995331
0.38082522	0.043961913	0.575212867
0.084780419	0.19205298	0.723166601
0.311441389	0.078783532	0.609775079
0.288506729	0.090365307	0.621127964
-0.090121158	0.279763176	0.810357982
0.014267403	0.228263192	0.757469405
2.41114536	-0.969542528	-0.441602832
-0.901577807	0.687368389	1.214209418
0.017731254	0.228400525	0.753868221
0.152806177	0.160969878	0.686223945
0.077105014	0.200582904	0.722312082
0.132236702	0.173879208	0.693884091
0.281899472	0.099795526	0.618305002
0.332361827	0.075884274	0.591753899
0.364223151	0.060213019	0.575563829
0.297753838	0.093859676	0.608386486
0.120059816	0.183034761	0.696905423
0.021546068	0.232581561	0.745872372
0.059297464	0.213904233	0.726798303
0.345789972	0.071275979	0.58293405
0.015228736	0.237342448	0.747428816
0.451994385	0.019119846	0.528885769
0.260109256	0.115588855	0.624301889
1.314310129	-0.411511582	0.097201453
0.953154088	-0.230384228	0.27723014
0.220252083	0.136143071	0.643604846
-0.127475814	0.312082278	0.815393536
0.32125309	0.087893307	0.590853603
0.268105106	0.114474929	0.617419965
0.486999115	0.00511185	0.507889035
0.427503281	0.036835841	0.535660878
0.268471328	0.116534928	0.614993744
1.749137852	-0.623798334	-0.125339518
0.027268288	0.237571337	0.735160375
0.266136662	0.118289743	0.615573595
0.037018952	0.232947783	0.730033265
0.301110874	0.101397748	0.597491379
0.468321787	0.01780755	0.513870663
0.232230598	0.136143071	0.631626331
0.054170354	0.225577563	0.720252083
0.006286813	0.250679037	0.74303415
0.311288797	0.098223823	0.590487381
0.391903439	0.057985168	0.550111393
2.37223426	-0.932004761	-0.440229499
0.397320475	0.055711539	0.546967986
0.131076998	0.189168981	0.679754021
0.358623005	0.0757622	0.565614795
0.143864254	0.183950316	0.67218543
0.082262642	0.214865566	0.702871792
1.29218421	-0.387707144	0.095522935
0.248039186	0.134815516	0.617145299
0.283043916	0.117374187	0.599581896
0.266960662	0.125522629	0.607516709
0.337000641	0.090655232	0.572344127
-0.977568896	0.74816126	1.229407636
0.483092746	0.017914365	0.498992889
2.521469771	-1.001129185	-0.520340587
0.134479812	0.192556536	0.672963652
0.165410321	0.177220985	0.657368694
0.126773888	0.197866756	0.675359355
-0.439405499	0.481185339	0.958220161
0.280617695	0.121982482	0.597399823
0.022492141	0.251258889	0.72624897
0.113010041	0.206152532	0.680837428
0.221564379	0.152195807	0.626239814
0.020645772	0.254371776	0.724982452
-0.143772698	0.336893826	0.806878872
0.005188147	0.262474441	0.732337413
0.297753838	0.117435224	0.584810938
0.051301614	0.240699484	0.707998901
-0.343455306	0.438337352	0.905117954
0.24037904	0.146870327	0.612750633
0.188558611	0.172994171	0.638447218
0.384823145	0.075014496	0.540162358
0.4496292	0.042878506	0.507492294
0.058732871	0.23853267	0.702734458
0.361919004	0.086993011	0.551087985
0.156743065	0.189642018	0.653614917
0.131015961	0.203039644	0.665944395
-0.464003418	0.500686666	0.963316752
0.111636708	0.212927641	0.675435652
0.211676382	0.163045137	0.625278481
0.331186865	0.103488266	0.56532487
0.411053804	0.063631092	0.525315104
0.018341624	0.260139775	0.721518601
0.33231605	0.103244118	0.564439833
0.424527726	0.057298502	0.518173772
0.48300119	0.028733177	0.488265633
0.199774163	0.170644246	0.629581591
0.342280343	0.0999176	0.557802057
0.349971007	0.096346934	0.553682058
0.289895322	0.126407666	0.583697012
0.169270913	0.187368389	0.643360698
-0.508529923	0.526322214	0.982207709
0.3988464	0.073839534	0.527314066
1.775902585	-0.614307077	-0.161595508
0.180898465	0.183538316	0.635563219
-1.687795648	1.117923521	1.569872127
0.270638142	0.140430921	0.588930937
0.010986663	0.270928068	0.718085269
0.28112125	0.136387219	0.582491531
0.169484542	0.193121128	0.63739433
0.432111576	0.062364574	0.50552385
0.068712424	0.244483779	0.686803797
0.330637532	0.113605152	0.555757317
0.074877163	0.241798151	0.683324686
0.021774957	0.26862392	0.709601123
0.218985565	0.170644246	0.61037019
0.178670614	0.191076388	0.630252998
0.359294412	0.100924711	0.539780877
0.091143529	0.235801263	0.673055208
0.14087344	0.211279641	0.647846919
0.388088626	0.087786493	0.524124882
0.146916105	0.208700827	0.644383068
1.100070193	-0.267769402	0.16769921
0.46949675	0.048173467	0.482329783
0.073076571	0.246482742	0.680440687
0.109027375	0.228629414	0.662343211
2.822229682	-1.127475814	-0.694753868
0.139316996	0.21437727	0.646305734
-0.708395642	0.638477737	1.069917905
0.093707083	0.237647633	0.668645283
0.45454268	0.058046205	0.487411115
0.466475417	0.052247688	0.481276894
0.113864559	0.230506302	0.655629139
0.476912748	0.049790948	0.473296304
0.483504746	0.047212134	0.46928312
0.17220069	0.202978607	0.624820704
0.012558367	0.282952361	0.704489273
-0.644215217	0.612842189	1.031373028
0.388927885	0.096545305	0.514526811
0.538407544	0.022125919	0.439466536
0.382457961	0.100680563	0.516861476
0.245368816	0.169225135	0.585406049
0.189550462	0.197759941	0.612689596
0.274819178	0.155217139	0.569963683
0.301309244	0.142841884	0.555848872
0.288964507	0.149693289	0.561342204
0.190893277	0.199270608	0.609836116
0.318811609	0.135654775	0.545533616
0.422345653	0.08394116	0.493713187
0.103122044	0.243980224	0.652897732
0.349162267	0.121280557	0.529557176
0.109241005	0.241492965	0.64926603
0.010574664	0.291024506	0.69840083
0.222876675	0.185384686	0.591738639
-1.823603015	1.208868679	1.614734336
0.142155217	0.226111637	0.631733146
0.32923368	0.133838923	0.536927396
0.400799585	0.100222785	0.49897763
0.276223029	0.162541581	0.561235389
0.177953429	0.212591937	0.609454634
0.317499313	0.142963958	0.539536729
0.037965026	0.283471175	0.678563799
0.44000061	0.082674642	0.477324747
0.027970214	0.28868984	0.683339946
0.292809839	0.156285287	0.550904874
0.480697043	0.062425611	0.456877346
0.439832759	0.083086642	0.477080599
2.493697928	-0.943754387	-0.549943541
0.208624531	0.199438459	0.59193701
0.195699942	0.206244087	0.598055971
0.069948424	0.269188513	0.660863063
0.336970122	0.135761589	0.527268288
0.118625446	0.245338298	0.636036256
0.144566179	0.232444227	0.622989593
0.34336375	0.13370159	0.52293466
0.239082003	0.186101871	0.574816126
0.193197424	0.20946379	0.597338786
0.32392346	0.144245735	0.531830805
0.182866909	0.215002899	0.602130192
0.348597674	0.132190924	0.519211402
0.075426496	0.268929106	0.655644398
-0.462569048	0.538041322	0.924527726
0.332163457	0.140720847	0.527115696
0.249794	0.182363353	0.567842647
0.362941374	0.125965148	0.511093478
0.157307657	0.228980377	0.613711966
0.273689993	0.170949431	0.555360576
1.526749474	-0.454512162	-0.072237312
0.357661672	0.130085147	0.512253182
0.404675436	0.107242042	0.488082522
0.444395276	0.08743553	0.468169195
0.905636769	-0.143131809	0.237495041
0.071886349	0.274498733	0.653614917
0.246803186	0.187459944	0.565736869
0.425107578	0.098803674	0.476088748
1.125400555	-0.251289407	0.125888852
0.040620136	0.291283914	0.66809595
-0.788567766	0.706839198	1.081728568
0.339823603	0.142689291	0.517487106
0.157536546	0.233909116	0.608554338
1.279000214	-0.326792199	0.047791986
0.101580859	0.26270333	0.635715812
0.233497116	0.196890164	0.56961272
0.146549883	0.241523484	0.611926634
0.065675832	0.282525101	0.651799066
0.289254433	0.170888394	0.539857173
1.811029389	-0.589831233	-0.221198157
0.069536424	0.281670583	0.648792993
0.118305002	0.257484664	0.624210334
0.235175634	0.199102756	0.56572161
0.993621632	-0.179754021	0.186132389
0.486785485	0.074358348	0.438856166
0.339243751	0.148762474	0.511993774
0.02169866	0.308542131	0.669759209
0.001602222	0.318872646	0.679525132
0.34110538	0.149204993	0.509689627
0.006424146	0.318460646	0.675115207
0.16483047	0.239280374	0.595889157
0.239707633	0.202352977	0.55793939
0.148838771	0.248100223	0.603061007
0.34992523	0.147679067	0.502395703
1.648884548	-0.501113926	-0.147770623
0.441724906	0.102511673	0.455763421
0.069139683	0.28931547	0.641544847
0.136188849	0.256187628	0.607623524
0.983947264	-0.167363506	0.183416242
0.348261971	0.150990326	0.500747703
0.100192267	0.275933103	0.62387463
-0.012024293	0.332590716	0.679433576
0.12509537	0.264152959	0.610751671
0.385021516	0.134479812	0.480498672
0.473067415	0.090823084	0.4361095
0.47134312	0.091830195	0.436826685
0.15787225	0.249198889	0.592928861
0.064943388	0.296578875	0.638477737
0.491225929	0.083803827	0.424970244
0.403836177	0.127735221	0.468428602
0.210867641	0.225089267	0.564043092
0.038544877	0.311319315	0.650135807
0.053102206	0.304132206	0.642765587
0.405270547	0.128254036	0.466475417
0.423917356	0.119037446	0.457045198
0.271416364	0.195440535	0.533143101
0.499664296	0.081667531	0.418668172
0.287865841	0.18816187	0.523972289
0.222693564	0.220786157	0.55652028
0.430372021	0.117191076	0.452436903
0.076052126	0.294778283	0.629169591
0.325128941	0.170308542	0.504562517
0.088534196	0.290078433	0.621387371
0.300531022	0.184087649	0.515381329
0.391964476	0.138447218	0.469588305
0.440488907	0.114185003	0.44532609
1.784752953	-0.557420576	-0.227332377
0.38677633	0.142033143	0.471190527
0.067613758	0.301614429	0.630771813
0.447706534	0.112186041	0.440107425
0.250602741	0.211218604	0.538178655
0.274651326	0.199346904	0.52600177
0.33762627	0.168156987	0.494216742
0.441923276	0.116809595	0.441267129
-0.401409955	0.538682211	0.862727744
0.272896512	0.201757866	0.525345622
0.282891324	0.196798608	0.520310068
0.050599689	0.313486129	0.635914182
-1.720603046	1.199255348	1.521347697
0.298669393	0.189626759	0.511703848
0.32207709	0.177953429	0.499969481
0.044038209	0.317590869	0.638370922
0.371837519	0.153752251	0.47441023
0.210837123	0.234611042	0.554551836
0.437376019	0.122150334	0.440473647
0.137974181	0.27253029	0.589495529
0.275444807	0.204107791	0.520447401
0.090075381	0.296899319	0.6130253
0.028748436	0.327860347	0.643391217
0.287377544	0.1985992	0.514023255
0.641376995	0.021851253	0.336771752
0.056703391	0.314767907	0.628528703
0.031296731	0.327631458	0.64107181
0.35238197	0.167149876	0.480468154
0.010132145	0.338465529	0.651402326
0.257591479	0.215048677	0.527359844
0.02600177	0.332209235	0.641788995
0.170445875	0.26003296	0.569521165
0.451918088	0.119449446	0.428632466
0.23342082	0.228720969	0.537858211
1.994506668	-0.651356548	-0.343150121
0.376491592	0.158024842	0.465483566
0.067812128	0.3132725	0.618915372
0.25409711	0.220496231	0.525406659
0.641499069	0.026886807	0.331614124
0.242042299	0.227561266	0.530396435
0.436475723	0.130344554	0.433179724
0.35647145	0.17035432	0.47317423
0.079927976	0.31020539	0.609866634
0.491134373	0.104770043	0.404095584
1.44041261	-0.369823298	-0.070589312
-0.904141362	0.803003021	1.10113834
0.154194769	0.274071474	0.571733757
0.188177129	0.257240516	0.554582354
0.171773431	0.265511032	0.562715537
0.325785089	0.188512833	0.485702078
0.298333689	0.202352977	0.499313334
0.475081637	0.114001892	0.410916471
0.453138829	0.125003815	0.421857356
0.103534043	0.300073244	0.596392712
0.671742912	0.016357921	0.311899167
1.951017792	-0.622333445	-0.328684347
0.366145817	0.170308542	0.46354564
0.209158605	0.248802149	0.542039247
0.314737388	0.196035646	0.489226966
0.393795587	0.158253731	0.447950682
0.383480331	0.163563952	0.452955718
0.268440809	0.221503342	0.510055849
0.03624073	0.338145085	0.625614185
0.238303781	0.237128819	0.5245674
0.364436781	0.175649281	0.459913938
1.36506241	-0.322763756	-0.042298654
-0.12408826	0.422223579	0.701864681
0.181218909	0.269783624	0.548997467
0.044969024	0.338099307	0.616931669
0.198904386	0.261238441	0.539857173
-1.639576403	1.180486465	1.459089938
0.266228217	0.227607044	0.506164739
0.024140141	0.349162267	0.626697592
0.493484298	0.114535966	0.391979736
0.336008789	0.193334758	0.470656453
0.034485916	0.345088046	0.620426038
0.494048891	0.115421003	0.390530107
0.069841609	0.327677236	0.602481155
0.18918424	0.268288217	0.542527543
0.446546831	0.139942625	0.413510544
-0.631122776	0.679403058	0.951719718
-0.491592151	0.609637745	0.881954405
-1.581438643	1.154698325	1.426740318
0.414471877	0.157200842	0.42832728
-0.630848109	0.679952391	0.950895718
0.102191229	0.313592944	0.584215827
0.48934904	0.120685446	0.389965514
0.135319071	0.297769097	0.566911832
0.20822779	0.261436811	0.530335398
0.238181707	0.247581408	0.514236885
0.265480514	0.234107486	0.500412
0.243675039	0.245368816	0.510956145
-1.960631123	1.348033082	1.612598041
-0.169957579	0.452925199	0.71703238
0.228354747	0.25429548	0.517349773
0.364803003	0.186452834	0.448744163
0.359279153	0.189916684	0.450804163
0.035538804	0.35196997	0.612491226
0.009125034	0.365398114	0.625476852
0.107104709	0.317590869	0.575304422
0.432416761	0.155278176	0.412305063
0.12263863	0.310266427	0.567094943
0.071779534	0.337977233	0.590243233
-0.275704215	0.511764885	0.763939329
0.473952452	0.138752403	0.387295145
0.030045473	0.360988189	0.608966338
0.428785058	0.162175359	0.409039583
0.130603961	0.311273537	0.558122501
0.325937681	0.213873714	0.460188604
0.473967711	0.139927366	0.386104923
0.392605365	0.180761132	0.426633503
0.285790582	0.234809412	0.479400006
0.433744316	0.160832545	0.405423139
0.757683035	-0.001129185	0.24344615
0.299295022	0.228080081	0.472624897
0.466643269	0.144444105	0.388912626
1.116550188	-0.180486465	0.063936277
0.151554918	0.302850429	0.545594653
0.29749443	0.23033845	0.472167119
0.016739402	0.370860927	0.61239967
0.296197394	0.231421857	0.472380749
0.166783654	0.29668569	0.536530656
0.447050386	0.15765862	0.395290994
-0.496444594	0.629871517	0.866573077
0.118106632	0.3234962	0.558397168
0.170003357	0.298181097	0.531815546
0.164113285	0.301202429	0.534684286
0.08252205	0.342066713	0.575411237
0.446394238	0.160374767	0.393230995
0.214087344	0.276940214	0.508972442
0.286797693	0.240668966	0.472533341
0.430341502	0.168935209	0.400723289
1.484725486	-0.357921079	-0.126804407
-0.4766686	0.623279519	0.85338908
0.215308084	0.277520066	0.50717185
0.461149937	0.15498825	0.383861812
0.139652699	0.316232795	0.544114505
-0.082064272	0.427442244	0.654622028
-0.493148595	0.633350627	0.859797967
0.295831172	0.239097262	0.465071566
0.49447615	0.140369884	0.365153966
0.154484695	0.310556352	0.534958953
0.484893338	0.145435957	0.369670705
2.071016572	-0.647572253	-0.423444319
0.021576586	0.377391888	0.601031526
0.310312204	0.233054598	0.456633198
0.190542314	0.293176061	0.516281625
0.338267159	0.219763787	0.441969054
0.168446913	0.30568865	0.525864437
-1.116946928	0.949308756	1.167638173
0.440458388	0.170796838	0.388744774
0.086962493	0.347773675	0.565263833
0.1990112	0.29216895	0.508819849
0.209112827	0.287179174	0.503707999
0.416821802	0.18366039	0.399517808
0.365016633	0.209601123	0.425382244
0.485091708	0.150868252	0.36404004
0.144093142	0.321420942	0.534485916
0.069078646	0.359569079	0.571352275
0.473769341	0.157338176	0.368892483
0.376110111	0.207113865	0.416776025
0.278283029	0.256385998	0.465330973
0.221915342	0.28460036	0.493484298
0.387768181	0.201818903	0.410412915
0.33764153	0.226950896	0.435407575
0.022537919	0.384563738	0.592898343
0.246330149	0.273064364	0.480605487
-0.238898892	0.516891995	0.722006897
0.096545305	0.349208045	0.554246651
-0.79216895	0.793939024	0.998229926
0.297036653	0.252693258	0.450270089
0.126178777	0.339121677	0.534699545
0.311197241	0.247367779	0.44143498
0.085161901	0.360911893	0.553926206
0.282433546	0.264305551	0.453260903
0.39373455	0.209189123	0.397076327
0.04033021	0.386074404	0.573595386
0.261482589	0.275582141	0.46293527
0.064439833	0.374141667	0.5614185
0.316583758	0.24816126	0.435254982
0.472182379	0.170400098	0.357417524
1.651264992	-0.418530839	-0.232734153
0.262916959	0.276085696	0.460997345
-0.885006256	0.850062563	1.034943693
0.077272866	0.369060335	0.553666799
0.494720298	0.160649434	0.344630268
-0.038209174	0.427167577	0.611041597
0.059816279	0.378719443	0.561464278
0.00225837	0.407803583	0.589938047
1.730277413	-0.455885495	-0.274391919
0.13637196	0.341395306	0.522232734
-0.732657857	0.776543474	0.956114383
0.339747307	0.241294595	0.418958098
0.375774407	0.223685415	0.400540178
0.249748222	0.286706137	0.46354564
0.389934996	0.216803491	0.393261513
0.303689688	0.260353404	0.435956908
0.965330973	-0.070345164	0.105014191
0.344859157	0.23996704	0.415173803
0.234046449	0.295876949	0.470076601
0.229010895	0.299249245	0.47173986
0.3984344	0.214728233	0.386837367
-0.437482833	0.632801294	0.804681539
0.216528825	0.306054872	0.477416303
0.343699454	0.242576373	0.413724174
0.356395154	0.237052522	0.406552324
0.050141911	0.390194403	0.559663686
0.319055757	0.25614185	0.424802393
0.338618122	0.246742149	0.414639729
0.047425764	0.392818995	0.559755242
0.247001556	0.29320658	0.459791864
1.238807337	-0.202185125	-0.036622211
0.12428663	0.355403302	0.520310068
0.159764397	0.33864864	0.501586962
0.054231391	0.392452773	0.553315836
0.100207526	0.370113224	0.52967925
0.306375317	0.26740318	0.426221503
0.050752281	0.395275735	0.553971984
0.010483108	0.416486099	0.573030793
0.264046144	0.290276803	0.445677053
0.070131535	0.387279885	0.54258858
0.224646748	0.310800501	0.464552751
0.149967956	0.349009674	0.50102237
2.436780908	-0.793908506	-0.642872402
0.223975341	0.312524796	0.463499863
0.132938627	0.358378857	0.508682516
0.255088961	0.298272652	0.446638386
0.288506729	0.282128361	0.42936491
0.242805261	0.305063021	0.452131718
0.3492996	0.252128666	0.398571734
0.151127659	0.351451155	0.497421186
0.108645894	0.373332926	0.51802118
0.325189978	0.265861995	0.408948027
0.354899747	0.25103	0.394070254
0.121707816	0.367946409	0.510345775
0.067552721	0.395260475	0.537186804
0.372875149	0.243766594	0.383358257
0.074556719	0.393459883	0.531983398
0.19513535	0.333384198	0.471480453
1.147984252	-0.142948698	-0.005035554
0.431699576	0.215628529	0.352671896
0.171361431	0.346125675	0.482512894
0.146580401	0.358623005	0.494796594
0.453962828	0.205526902	0.340510269
1.861934263	-0.497451704	-0.364482559
0.391003143	0.238044374	0.370952483
0.16011536	0.353709525	0.486175115
1.375133518	-0.253639332	-0.121494186
1.545335246	-0.338724937	-0.206610309
-0.581041902	0.724906156	0.856135746
0.346324046	0.26229133	0.391384625
0.121738334	0.375865963	0.502395703
0.443418683	0.21622364	0.340357677
-1.407635731	1.142490921	1.26514481
-0.729911191	0.80364391	0.926267281
1.936002686	-0.529221473	-0.406781213
0.166005432	0.355906858	0.47808771
0.270363475	0.304498428	0.425138096
0.330942717	0.274391919	0.394665365
-0.613544115	0.74733726	0.866206854
0.443357646	0.219168676	0.337473678
0.20618305	0.338236641	0.455580309
0.400051881	0.241676077	0.358272042
0.224372082	0.331232643	0.444395276
0.44676046	0.220267342	0.332972198
-0.519333476	0.703390606	0.815942869
0.292321543	0.297982727	0.40969573
0.021820734	0.433561205	0.544618061
0.577288125	0.15643788	0.266273995
0.241660817	0.324396496	0.433942686
0.463377789	0.214117862	0.322504349
0.056398206	0.417676321	0.525925474
0.036301767	0.427854244	0.535843989
0.148792993	0.371837519	0.479369488
0.093386639	0.399731437	0.506881924
0.144093142	0.374477371	0.481429487
0.463698233	0.215002899	0.321298868
0.04832606	0.42280343	0.52887051
0.231879635	0.33108005	0.437040315
1.498336741	-0.302102725	-0.196234016
